State Abbreviation,State FIPS Code,County FIPS Code,FIPS Entity Code,ANSI Code,GU Name,Entity Description
NE,31,001,00000,00835823,Adams,County
NE,31,003,00000,00835824,Antelope,County
NE,31,005,00000,00835825,Arthur,County
NE,31,007,00000,00835826,Banner,County
NE,31,009,00000,00835827,Blaine,County
NE,31,011,00000,00835828,Boone,County
NE,31,013,00000,00835991,Box Butte,County
NE,31,015,00000,00835829,Boyd,County
NE,31,017,00000,00835830,Brown,County
NE,31,019,00000,00835831,Buffalo,County
NE,31,021,00000,00835832,Burt,County
NE,31,023,00000,00835833,Butler,County
NE,31,025,00000,00835834,Cass,County
NE,31,027,00000,00835835,Cedar,County
NE,31,029,00000,00835836,Chase,County
NE,31,031,00000,00835837,Cherry,County
NE,31,033,00000,00835838,Cheyenne,County
NE,31,035,00000,00835839,Clay,County
NE,31,037,00000,00835840,Colfax,County
NE,31,039,00000,00835841,Cuming,County
NE,31,041,00000,00835842,Custer,County
NE,31,043,00000,00835843,Dakota,County
NE,31,045,00000,00835844,Dawes,County
NE,31,047,00000,00835845,Dawson,County
NE,31,049,00000,00835846,Deuel,County
NE,31,051,00000,00835847,Dixon,County
NE,31,053,00000,00835848,Dodge,County
NE,31,055,00000,00835849,Douglas,County
NE,31,057,00000,00835850,Dundy,County
NE,31,059,00000,00835851,Fillmore,County
NE,31,061,00000,00835852,Franklin,County
NE,31,063,00000,00835853,Frontier,County
NE,31,065,00000,00835854,Furnas,County
NE,31,067,00000,00835855,Gage,County
NE,31,069,00000,00835856,Garden,County
NE,31,071,00000,00835857,Garfield,County
NE,31,073,00000,00835858,Gosper,County
NE,31,075,00000,00835859,Grant,County
NE,31,077,00000,00835860,Greeley,County
NE,31,079,00000,00835861,Hall,County
NE,31,081,00000,00835862,Hamilton,County
NE,31,083,00000,00835863,Harlan,County
NE,31,085,00000,00835864,Hayes,County
NE,31,087,00000,00835865,Hitchcock,County
NE,31,089,00000,00835866,Holt,County
NE,31,091,00000,00835867,Hooker,County
NE,31,093,00000,00835868,Howard,County
NE,31,095,00000,00835869,Jefferson,County
NE,31,097,00000,00835870,Johnson,County
NE,31,099,00000,00835871,Kearney,County
NE,31,101,00000,00835872,Keith,County
NE,31,103,00000,00835873,Keya Paha,County
NE,31,105,00000,00835874,Kimball,County
NE,31,107,00000,00835875,Knox,County
NE,31,109,00000,00835876,Lancaster,County
NE,31,111,00000,00835877,Lincoln,County
NE,31,113,00000,00835878,Logan,County
NE,31,115,00000,00835879,Loup,County
NE,31,119,00000,00835880,Madison,County
NE,31,117,00000,00835881,McPherson,County
NE,31,121,00000,00835882,Merrick,County
NE,31,123,00000,00835883,Morrill,County
NE,31,125,00000,00835884,Nance,County
NE,31,127,00000,00835885,Nemaha,County
NE,31,129,00000,00835886,Nuckolls,County
NE,31,131,00000,00835887,Otoe,County
NE,31,133,00000,00835888,Pawnee,County
NE,31,135,00000,00835889,Perkins,County
NE,31,137,00000,00835890,Phelps,County
NE,31,139,00000,00835891,Pierce,County
NE,31,141,00000,00835892,Platte,County
NE,31,143,00000,00835893,Polk,County
NE,31,145,00000,00835894,Red Willow,County
NE,31,147,00000,00835895,Richardson,County
NE,31,149,00000,00835896,Rock,County
NE,31,151,00000,00835897,Saline,County
NE,31,153,00000,00835898,Sarpy,County
NE,31,155,00000,00835899,Saunders,County
NE,31,157,00000,00835900,Scotts Bluff,County
NE,31,159,00000,00835901,Seward,County
NE,31,161,00000,00835902,Sheridan,County
NE,31,163,00000,00835903,Sherman,County
NE,31,165,00000,00835904,Sioux,County
NE,31,167,00000,00835905,Stanton,County
NE,31,169,00000,00835906,Thayer,County
NE,31,171,00000,00835907,Thomas,County
NE,31,173,00000,00835908,Thurston,County
NE,31,175,00000,00835909,Valley,County
NE,31,177,00000,00835910,Washington,County
NE,31,179,00000,00835911,Wayne,County
NE,31,181,00000,00835912,Webster,County
NE,31,183,00000,00835913,Wheeler,County
NE,31,185,00000,00835914,York,County
NV,32,001,00000,00858638,Churchill,County
NV,32,003,00000,00863600,Clark,County
NV,32,005,00000,00858643,Douglas,County
NV,32,007,00000,00857664,Elko,County
NV,32,009,00000,00858641,Esmeralda,County
NV,32,011,00000,00858640,Eureka,County
NV,32,013,00000,00863310,Humboldt,County
NV,32,015,00000,00863368,Lander,County
NV,32,017,00000,00863992,Lincoln,County
NV,32,019,00000,00858645,Lyon,County
NV,32,021,00000,00858644,Mineral,County
NV,32,023,00000,00863599,Nye,County
NV,32,027,00000,00858646,Pershing,County
NV,32,029,00000,00858642,Storey,County
NV,32,031,00000,00858608,Washoe,County
NV,32,033,00000,00858615,White Pine,County
NH,33,001,00000,00873174,Belknap,County
NH,33,003,00000,00873175,Carroll,County
NH,33,005,00000,00873176,Cheshire,County
NH,33,007,00000,00873177,Coos,County
NH,33,009,00000,00873178,Grafton,County
NH,33,011,00000,00873179,Hillsborough,County
NH,33,013,00000,00873180,Merrimack,County
NH,33,015,00000,00873181,Rockingham,County
NH,33,017,00000,00873182,Strafford,County
NH,33,019,00000,00873183,Sullivan,County
NJ,34,001,00000,00882270,Atlantic,County
NJ,34,003,00000,00882271,Bergen,County
NJ,34,005,00000,00882272,Burlington,County
NJ,34,007,00000,00882273,Camden,County
NJ,34,009,00000,00882274,Cape May,County
NJ,34,011,00000,00882275,Cumberland,County
NJ,34,013,00000,00882276,Essex,County
NJ,34,015,00000,00882277,Gloucester,County
NJ,34,017,00000,00882278,Hudson,County
NJ,34,019,00000,00882228,Hunterdon,County
NJ,34,021,00000,00882229,Mercer,County
NJ,34,023,00000,00882230,Middlesex,County
NJ,34,025,00000,00882910,Monmouth,County
NJ,34,027,00000,00882231,Morris,County
NJ,34,029,00000,00882279,Ocean,County
NJ,34,031,00000,00882232,Passaic,County
NJ,34,033,00000,00882233,Salem,County
NJ,34,035,00000,00882234,Somerset,County
NJ,34,037,00000,00882236,Sussex,County
NJ,34,039,00000,00882235,Union,County
NJ,34,041,00000,00882237,Warren,County
NM,35,001,00000,01702363,Bernalillo,County
NM,35,003,00000,00929108,Catron,County
NM,35,005,00000,01702364,Chaves,County
NM,35,006,00000,00933051,Cibola,County
NM,35,007,00000,00929117,Colfax,County
NM,35,009,00000,00933053,Curry,County
NM,35,011,00000,00933054,De Baca,County
NM,35,013,00000,00929109,Do±a Ana,County
NM,35,015,00000,00936829,Eddy,County
NM,35,017,00000,00915980,Grant,County
NM,35,019,00000,00929111,Guadalupe,County
NM,35,021,00000,00933055,Harding,County
NM,35,023,00000,00929106,Hidalgo,County
NM,35,025,00000,01702365,Lea,County
NM,35,027,00000,00929116,Lincoln,County
NM,35,028,00000,01702366,Los Alamos,County
NM,35,029,00000,00933057,Luna,County
NM,35,031,00000,00929107,McKinley,County
NM,35,033,00000,01702367,Mora,County
NM,35,035,00000,00929104,Otero,County
NM,35,037,00000,00929110,Quay,County
NM,35,039,00000,01702368,Rio Arriba,County
NM,35,041,00000,01702369,Roosevelt,County
NM,35,045,00000,00936844,San Juan,County
NM,35,047,00000,00929114,San Miguel,County
NM,35,043,00000,00929113,Sandoval,County
NM,35,049,00000,00933322,Santa Fe,County
NM,35,051,00000,01702370,Sierra,County
NM,35,053,00000,01702371,Socorro,County
NM,35,055,00000,00933056,Taos,County
NM,35,057,00000,00929112,Torrance,County
NM,35,059,00000,00929115,Union,County
NM,35,061,00000,00933052,Valencia,County
NY,36,001,00000,00974099,Albany,County
NY,36,003,00000,00974100,Allegany,County
NY,36,007,00000,00974102,Broome,County
NY,36,009,00000,00974103,Cattaraugus,County
NY,36,011,00000,00974104,Cayuga,County
NY,36,013,00000,00974105,Chautauqua,County
NY,36,015,00000,00974106,Chemung,County
NY,36,017,00000,00974107,Chenango,County
NY,36,019,00000,00974108,Clinton,County
NY,36,021,00000,00974109,Columbia,County
NY,36,023,00000,00974110,Cortland,County
NY,36,025,00000,00974111,Delaware,County
NY,36,027,00000,00974112,Dutchess,County
NY,36,029,00000,00974113,Erie,County
NY,36,031,00000,00974114,Essex,County
NY,36,033,00000,00974115,Franklin,County
NY,36,035,00000,00974116,Fulton,County
NY,36,037,00000,00974117,Genesee,County
NY,36,039,00000,00974118,Greene,County
NY,36,041,00000,00974119,Hamilton,County
NY,36,043,00000,00974120,Herkimer,County
NY,36,045,00000,00974121,Jefferson,County
NY,36,049,00000,00974123,Lewis,County
NY,36,051,00000,00974124,Livingston,County
NY,36,053,00000,00974125,Madison,County
NY,36,055,00000,00974126,Monroe,County
NY,36,057,00000,00974127,Montgomery,County
NY,36,059,00000,00974128,Nassau,County
NY,36,063,00000,00974130,Niagara,County
NY,36,065,00000,00974131,Oneida,County
NY,36,067,00000,00974132,Onondaga,County
NY,36,069,00000,00974133,Ontario,County
NY,36,071,00000,00974134,Orange,County
NY,36,073,00000,00974135,Orleans,County
NY,36,075,00000,00974136,Oswego,County
NY,36,077,00000,00974137,Otsego,County
NY,36,079,00000,00974138,Putnam,County
NY,36,083,00000,00974140,Rensselaer,County
NY,36,087,00000,00974142,Rockland,County
NY,36,091,00000,00974143,Saratoga,County
NY,36,093,00000,00974144,Schenectady,County
NY,36,095,00000,00974145,Schoharie,County
NY,36,097,00000,00974146,Schuyler,County
NY,36,099,00000,00974147,Seneca,County
NY,36,089,00000,00977309,St. Lawrence,County
NY,36,101,00000,00974148,Steuben,County
NY,36,103,00000,00974149,Suffolk,County
NY,36,105,00000,00974150,Sullivan,County
NY,36,107,00000,00974151,Tioga,County
NY,36,109,00000,00974152,Tompkins,County
NY,36,111,00000,00974153,Ulster,County
NY,36,113,00000,00974154,Warren,County
NY,36,115,00000,00974155,Washington,County
NY,36,117,00000,00974156,Wayne,County
NY,36,119,00000,00974157,Westchester,County
NY,36,121,00000,00974158,Wyoming,County
NY,36,123,00000,00974159,Yates,County
NC,37,001,00000,01008531,Alamance,County
NC,37,003,00000,01008532,Alexander,County
NC,37,005,00000,01008533,Alleghany,County
NC,37,007,00000,01008534,Anson,County
NC,37,009,00000,01008535,Ashe,County
NC,37,011,00000,01008536,Avery,County
NC,37,013,00000,01026333,Beaufort,County
NC,37,015,00000,01026334,Bertie,County
NC,37,017,00000,01026336,Bladen,County
NC,37,019,00000,01026340,Brunswick,County
NC,37,021,00000,01008538,Buncombe,County
NC,37,023,00000,01008539,Burke,County
NC,37,025,00000,01008540,Cabarrus,County
NC,37,027,00000,01008541,Caldwell,County
NC,37,029,00000,01026335,Camden,County
NC,37,031,00000,01026337,Carteret,County
NC,37,033,00000,01008542,Caswell,County
NC,37,035,00000,01008543,Catawba,County
NC,37,037,00000,01008544,Chatham,County
NC,37,039,00000,01008545,Cherokee,County
NC,37,041,00000,01025822,Chowan,County
NC,37,043,00000,01008546,Clay,County
NC,37,045,00000,01008547,Cleveland,County
NC,37,047,00000,01026339,Columbus,County
NC,37,049,00000,01026123,Craven,County
NC,37,051,00000,01026124,Cumberland,County
NC,37,053,00000,01026125,Currituck,County
NC,37,055,00000,01026133,Dare,County
NC,37,057,00000,01008548,Davidson,County
NC,37,059,00000,01008549,Davie,County
NC,37,061,00000,01026132,Duplin,County
NC,37,063,00000,01008550,Durham,County
NC,37,065,00000,01008551,Edgecombe,County
NC,37,067,00000,01008552,Forsyth,County
NC,37,069,00000,01008553,Franklin,County
NC,37,071,00000,01008554,Gaston,County
NC,37,073,00000,01026126,Gates,County
NC,37,075,00000,01008555,Graham,County
NC,37,077,00000,01008556,Granville,County
NC,37,079,00000,01008557,Greene,County
NC,37,081,00000,01008558,Guilford,County
NC,37,083,00000,01008559,Halifax,County
NC,37,085,00000,01008560,Harnett,County
NC,37,087,00000,01008561,Haywood,County
NC,37,089,00000,01008562,Henderson,County
NC,37,091,00000,01026127,Hertford,County
NC,37,093,00000,01008563,Hoke,County
NC,37,095,00000,01008564,Hyde,County
NC,37,097,00000,01008565,Iredell,County
NC,37,099,00000,01008566,Jackson,County
NC,37,101,00000,01026327,Johnston,County
NC,37,103,00000,01026338,Jones,County
NC,37,105,00000,01008567,Lee,County
NC,37,107,00000,01008568,Lenoir,County
NC,37,109,00000,01008569,Lincoln,County
NC,37,113,00000,01025833,Macon,County
NC,37,115,00000,01025834,Madison,County
NC,37,117,00000,01026328,Martin,County
NC,37,111,00000,01025836,McDowell,County
NC,37,119,00000,01008570,Mecklenburg,County
NC,37,121,00000,01008571,Mitchell,County
NC,37,123,00000,01008572,Montgomery,County
NC,37,125,00000,01008573,Moore,County
NC,37,127,00000,01008574,Nash,County
NC,37,129,00000,01026329,New Hanover,County
NC,37,131,00000,01008575,Northampton,County
NC,37,133,00000,01026341,Onslow,County
NC,37,135,00000,01008576,Orange,County
NC,37,137,00000,01023355,Pamlico,County
NC,37,139,00000,01026330,Pasquotank,County
NC,37,141,00000,01026129,Pender,County
NC,37,143,00000,01025841,Perquimans,County
NC,37,145,00000,01008577,Person,County
NC,37,147,00000,01008578,Pitt,County
NC,37,149,00000,01008579,Polk,County
NC,37,151,00000,01008580,Randolph,County
NC,37,153,00000,01008581,Richmond,County
NC,37,155,00000,01026130,Robeson,County
NC,37,157,00000,01008582,Rockingham,County
NC,37,159,00000,01008583,Rowan,County
NC,37,161,00000,01008584,Rutherford,County
NC,37,163,00000,01026131,Sampson,County
NC,37,165,00000,01008585,Scotland,County
NC,37,167,00000,01025844,Stanly,County
NC,37,169,00000,01008586,Stokes,County
NC,37,171,00000,01008587,Surry,County
NC,37,173,00000,01008588,Swain,County
NC,37,175,00000,01008589,Transylvania,County
NC,37,177,00000,01026332,Tyrrell,County
NC,37,179,00000,01008590,Union,County
NC,37,181,00000,01008591,Vance,County
NC,37,183,00000,01008592,Wake,County
NC,37,185,00000,01008593,Warren,County
NC,37,187,00000,01026331,Washington,County
NC,37,189,00000,01008594,Watauga,County
NC,37,191,00000,01026128,Wayne,County
NC,37,193,00000,01008595,Wilkes,County
NC,37,195,00000,01008596,Wilson,County
NC,37,197,00000,01008597,Yadkin,County
NC,37,199,00000,01008598,Yancey,County
ND,38,001,00000,01034210,Adams,County
ND,38,003,00000,01034225,Barnes,County
ND,38,005,00000,01034216,Benson,County
ND,38,007,00000,01035616,Billings,County
ND,38,009,00000,01034227,Bottineau,County
ND,38,011,00000,01035619,Bowman,County
ND,38,013,00000,01034235,Burke,County
ND,38,015,00000,01035614,Burleigh,County
ND,38,017,00000,01034226,Cass,County
ND,38,019,00000,01035304,Cavalier,County
ND,38,021,00000,01035622,Dickey,County
ND,38,023,00000,01034234,Divide,County
ND,38,025,00000,01035623,Dunn,County
ND,38,027,00000,01034222,Eddy,County
ND,38,029,00000,01035615,Emmons,County
ND,38,031,00000,01034223,Foster,County
ND,38,033,00000,01035617,Golden Valley,County
ND,38,035,00000,01034218,Grand Forks,County
ND,38,037,00000,01035300,Grant,County
ND,38,039,00000,01034219,Griggs,County
ND,38,041,00000,01034209,Hettinger,County
ND,38,043,00000,01034206,Kidder,County
ND,38,045,00000,01035621,LaMoure,County
ND,38,047,00000,01035620,Logan,County
ND,38,049,00000,01035305,McHenry,County
ND,38,051,00000,01034211,McIntosh,County
ND,38,053,00000,01035299,McKenzie,County
ND,38,055,00000,01034232,McLean,County
ND,38,057,00000,01034233,Mercer,County
ND,38,059,00000,01034207,Morton,County
ND,38,061,00000,01035307,Mountrail,County
ND,38,063,00000,01034217,Nelson,County
ND,38,065,00000,01034205,Oliver,County
ND,38,067,00000,01034212,Pembina,County
ND,38,069,00000,01034230,Pierce,County
ND,38,071,00000,01034215,Ramsey,County
ND,38,073,00000,01035301,Ransom,County
ND,38,075,00000,01034229,Renville,County
ND,38,077,00000,01035302,Richland,County
ND,38,079,00000,01034228,Rolette,County
ND,38,081,00000,01035303,Sargent,County
ND,38,083,00000,01034203,Sheridan,County
ND,38,085,00000,01034208,Sioux,County
ND,38,087,00000,01035896,Slope,County
ND,38,089,00000,01035618,Stark,County
ND,38,091,00000,01034220,Steele,County
ND,38,093,00000,01034224,Stutsman,County
ND,38,095,00000,01034213,Towner,County
ND,38,097,00000,01034221,Traill,County
ND,38,099,00000,01034214,Walsh,County
ND,38,101,00000,01034231,Ward,County
ND,38,103,00000,01034204,Wells,County
ND,38,105,00000,01035306,Williams,County
OH,39,001,00000,01074014,Adams,County
OH,39,003,00000,01074015,Allen,County
OH,39,005,00000,01074016,Ashland,County
OH,39,007,00000,01074017,Ashtabula,County
OH,39,009,00000,01074018,Athens,County
OH,39,011,00000,01074019,Auglaize,County
OH,39,013,00000,01065575,Belmont,County
OH,39,015,00000,01074020,Brown,County
OH,39,017,00000,01074021,Butler,County
OH,39,019,00000,01074022,Carroll,County
OH,39,021,00000,01074023,Champaign,County
OH,39,023,00000,01074024,Clark,County
OH,39,025,00000,01074025,Clermont,County
OH,39,027,00000,01074026,Clinton,County
OH,39,029,00000,01074027,Columbiana,County
OH,39,031,00000,01074028,Coshocton,County
OH,39,033,00000,01074029,Crawford,County
OH,39,035,00000,01074030,Cuyahoga,County
OH,39,037,00000,01074031,Darke,County
OH,39,039,00000,01074032,Defiance,County
OH,39,041,00000,01074033,Delaware,County
OH,39,043,00000,01074034,Erie,County
OH,39,045,00000,01074035,Fairfield,County
OH,39,047,00000,01074036,Fayette,County
OH,39,049,00000,01074037,Franklin,County
OH,39,051,00000,01074038,Fulton,County
OH,39,053,00000,01074039,Gallia,County
OH,39,055,00000,01074040,Geauga,County
OH,39,057,00000,01074041,Greene,County
OH,39,059,00000,01074042,Guernsey,County
OH,39,061,00000,01074043,Hamilton,County
OH,39,063,00000,01074044,Hancock,County
OH,39,065,00000,01074045,Hardin,County
OH,39,067,00000,01074046,Harrison,County
OH,39,069,00000,01074047,Henry,County
OH,39,071,00000,01074048,Highland,County
OH,39,073,00000,01074049,Hocking,County
OH,39,075,00000,01074050,Holmes,County
OH,39,077,00000,01074051,Huron,County
OH,39,079,00000,01074052,Jackson,County
OH,39,081,00000,01074053,Jefferson,County
OH,39,083,00000,01074054,Knox,County
OH,39,085,00000,01074055,Lake,County
OH,39,087,00000,01074056,Lawrence,County
OH,39,089,00000,01074057,Licking,County
OH,39,091,00000,01074058,Logan,County
OH,39,093,00000,01074059,Lorain,County
OH,39,095,00000,01074060,Lucas,County
OH,39,097,00000,01074061,Madison,County
OH,39,099,00000,01074062,Mahoning,County
OH,39,101,00000,01074063,Marion,County
OH,39,103,00000,01074064,Medina,County
OH,39,105,00000,01074065,Meigs,County
OH,39,107,00000,01074066,Mercer,County
OH,39,109,00000,01074067,Miami,County
OH,39,111,00000,01074068,Monroe,County
OH,39,113,00000,01074069,Montgomery,County
OH,39,115,00000,01074070,Morgan,County
OH,39,117,00000,01074071,Morrow,County
OH,39,119,00000,01074072,Muskingum,County
OH,39,121,00000,01074073,Noble,County
OH,39,123,00000,01074074,Ottawa,County
OH,39,125,00000,01074075,Paulding,County
OH,39,127,00000,01074076,Perry,County
OH,39,129,00000,01074077,Pickaway,County
OH,39,131,00000,01074078,Pike,County
OH,39,133,00000,01074079,Portage,County
OH,39,135,00000,01074080,Preble,County
OH,39,137,00000,01074081,Putnam,County
OH,39,139,00000,01074082,Richland,County
OH,39,141,00000,01074083,Ross,County
OH,39,143,00000,01074084,Sandusky,County
OH,39,145,00000,01074085,Scioto,County
OH,39,147,00000,01074086,Seneca,County
OH,39,149,00000,01074087,Shelby,County
OH,39,151,00000,01065576,Stark,County
OH,39,153,00000,01074088,Summit,County
OH,39,155,00000,01074089,Trumbull,County
OH,39,157,00000,01074090,Tuscarawas,County
OH,39,159,00000,01074091,Union,County
OH,39,161,00000,01074092,Van Wert,County
OH,39,163,00000,01074093,Vinton,County
OH,39,165,00000,01074094,Warren,County
OH,39,167,00000,01074095,Washington,County
OH,39,169,00000,01074096,Wayne,County
OH,39,171,00000,01074097,Williams,County
OH,39,173,00000,01074098,Wood,County
OH,39,175,00000,01074099,Wyandot,County
OK,40,001,00000,01101788,Adair,County
OK,40,003,00000,01101789,Alfalfa,County
OK,40,005,00000,01101790,Atoka,County
OK,40,007,00000,01101791,Beaver,County
OK,40,009,00000,01101792,Beckham,County
OK,40,011,00000,01101793,Blaine,County
OK,40,013,00000,01101794,Bryan,County
OK,40,015,00000,01101795,Caddo,County
OK,40,017,00000,01101796,Canadian,County
OK,40,019,00000,01101797,Carter,County
OK,40,021,00000,01101798,Cherokee,County
OK,40,023,00000,01101799,Choctaw,County
OK,40,025,00000,01101800,Cimarron,County
OK,40,027,00000,01101801,Cleveland,County
OK,40,029,00000,01101802,Coal,County
OK,40,031,00000,01101803,Comanche,County
OK,40,033,00000,01101804,Cotton,County
OK,40,035,00000,01101805,Craig,County
OK,40,037,00000,01101806,Creek,County
OK,40,039,00000,01101807,Custer,County
OK,40,041,00000,01101808,Delaware,County
OK,40,043,00000,01101809,Dewey,County
OK,40,045,00000,01101810,Ellis,County
OK,40,047,00000,01101811,Garfield,County
OK,40,049,00000,01101812,Garvin,County
OK,40,051,00000,01101813,Grady,County
OK,40,053,00000,01101814,Grant,County
OK,40,055,00000,01101815,Greer,County
OK,40,057,00000,01101816,Harmon,County
OK,40,059,00000,01101817,Harper,County
OK,40,061,00000,01101818,Haskell,County
OK,40,063,00000,01101819,Hughes,County
OK,40,065,00000,01101820,Jackson,County
OK,40,067,00000,01101821,Jefferson,County
OK,40,069,00000,01101822,Johnston,County
OK,40,071,00000,01101823,Kay,County
OK,40,073,00000,01101824,Kingfisher,County
OK,40,075,00000,01101825,Kiowa,County
OK,40,077,00000,01101826,Latimer,County
OK,40,079,00000,01101827,Le Flore,County
OK,40,081,00000,01101828,Lincoln,County
OK,40,083,00000,01101829,Logan,County
OK,40,085,00000,01101830,Love,County
OK,40,093,00000,01101831,Major,County
OK,40,095,00000,01101832,Marshall,County
OK,40,097,00000,01101833,Mayes,County
OK,40,087,00000,01101834,McClain,County
OK,40,089,00000,01101835,McCurtain,County
OK,40,091,00000,01101836,McIntosh,County
OK,40,099,00000,01101837,Murray,County
OK,40,101,00000,01101838,Muskogee,County
OK,40,103,00000,01101839,Noble,County
OK,40,105,00000,01101840,Nowata,County
OK,40,107,00000,01101841,Okfuskee,County
OK,40,109,00000,01101842,Oklahoma,County
OK,40,111,00000,01101843,Okmulgee,County
OK,40,113,00000,01101844,Osage,County
OK,40,115,00000,01101845,Ottawa,County
OK,40,117,00000,01101846,Pawnee,County
OK,40,119,00000,01101847,Payne,County
OK,40,121,00000,01101848,Pittsburg,County
OK,40,123,00000,01101849,Pontotoc,County
OK,40,125,00000,01101850,Pottawatomie,County
OK,40,127,00000,01101851,Pushmataha,County
OK,40,129,00000,01101852,Roger Mills,County
OK,40,131,00000,01101853,Rogers,County
OK,40,133,00000,01101854,Seminole,County
OK,40,135,00000,01101855,Sequoyah,County
OK,40,137,00000,01101856,Stephens,County
OK,40,139,00000,01101857,Texas,County
OK,40,141,00000,01101858,Tillman,County
OK,40,143,00000,01101859,Tulsa,County
OK,40,145,00000,01101860,Wagoner,County
OK,40,147,00000,01101861,Washington,County
OK,40,149,00000,01101862,Washita,County
OK,40,151,00000,01101863,Woods,County
OK,40,153,00000,01101864,Woodward,County
OR,41,001,00000,01135845,Baker,County
OR,41,003,00000,01155126,Benton,County
OR,41,005,00000,01155127,Clackamas,County
OR,41,007,00000,01135846,Clatsop,County
OR,41,009,00000,01135847,Columbia,County
OR,41,011,00000,01135848,Coos,County
OR,41,013,00000,01155128,Crook,County
OR,41,015,00000,01155129,Curry,County
OR,41,017,00000,01155130,Deschutes,County
OR,41,019,00000,01135849,Douglas,County
OR,41,021,00000,01135850,Gilliam,County
OR,41,023,00000,01135851,Grant,County
OR,41,025,00000,01135852,Harney,County
OR,41,027,00000,01155131,Hood River,County
OR,41,029,00000,01135853,Jackson,County
OR,41,031,00000,01155132,Jefferson,County
OR,41,033,00000,01155133,Josephine,County
OR,41,035,00000,01155134,Klamath,County
OR,41,037,00000,01135854,Lake,County
OR,41,039,00000,01135855,Lane,County
OR,41,041,00000,01135856,Lincoln,County
OR,41,043,00000,01135857,Linn,County
OR,41,045,00000,01135858,Malheur,County
OR,41,047,00000,01135859,Marion,County
OR,41,049,00000,01135860,Morrow,County
OR,41,051,00000,01135861,Multnomah,County
OR,41,053,00000,01135862,Polk,County
OR,41,055,00000,01135863,Sherman,County
OR,41,057,00000,01135864,Tillamook,County
OR,41,059,00000,01156673,Umatilla,County
OR,41,061,00000,01164165,Union,County
OR,41,063,00000,01155135,Wallowa,County
OR,41,065,00000,01155136,Wasco,County
OR,41,067,00000,01155137,Washington,County
OR,41,069,00000,01135865,Wheeler,County
OR,41,071,00000,01135866,Yamhill,County
PA,42,001,00000,01213656,Adams,County
PA,42,003,00000,01213657,Allegheny,County
PA,42,005,00000,01213658,Armstrong,County
PA,42,007,00000,01214112,Beaver,County
PA,42,009,00000,01209171,Bedford,County
PA,42,011,00000,01209172,Berks,County
PA,42,013,00000,01213659,Blair,County
PA,42,015,00000,01213660,Bradford,County
PA,42,017,00000,01209173,Bucks,County
PA,42,019,00000,01213661,Butler,County
PA,42,021,00000,01213662,Cambria,County
PA,42,023,00000,01213663,Cameron,County
PA,42,025,00000,01213664,Carbon,County
PA,42,027,00000,01214720,Centre,County
PA,42,029,00000,01209174,Chester,County
PA,42,031,00000,01210234,Clarion,County
PA,42,033,00000,01209175,Clearfield,County
PA,42,035,00000,01214721,Clinton,County
PA,42,037,00000,01213665,Columbia,County
PA,42,039,00000,01213666,Crawford,County
PA,42,041,00000,01209176,Cumberland,County
PA,42,043,00000,01213667,Dauphin,County
PA,42,045,00000,01209177,Delaware,County
PA,42,047,00000,01213668,Elk,County
PA,42,049,00000,01209178,Erie,County
PA,42,051,00000,01209179,Fayette,County
PA,42,053,00000,01213669,Forest,County
PA,42,055,00000,01213670,Franklin,County
PA,42,057,00000,01213671,Fulton,County
PA,42,059,00000,01214033,Greene,County
PA,42,061,00000,01213672,Huntingdon,County
PA,42,063,00000,01213673,Indiana,County
PA,42,065,00000,01213674,Jefferson,County
PA,42,067,00000,01209180,Juniata,County
PA,42,069,00000,01213675,Lackawanna,County
PA,42,071,00000,01209181,Lancaster,County
PA,42,073,00000,01213676,Lawrence,County
PA,42,075,00000,01214034,Lebanon,County
PA,42,077,00000,01209182,Lehigh,County
PA,42,079,00000,01209183,Luzerne,County
PA,42,081,00000,01213677,Lycoming,County
PA,42,083,00000,01210235,McKean,County
PA,42,085,00000,01213678,Mercer,County
PA,42,087,00000,01213679,Mifflin,County
PA,42,089,00000,01209184,Monroe,County
PA,42,091,00000,01213680,Montgomery,County
PA,42,093,00000,01213681,Montour,County
PA,42,095,00000,01209185,Northampton,County
PA,42,097,00000,01209186,Northumberland,County
PA,42,099,00000,01213682,Perry,County
PA,42,103,00000,01213683,Pike,County
PA,42,105,00000,01213684,Potter,County
PA,42,107,00000,01213685,Schuylkill,County
PA,42,109,00000,01213686,Snyder,County
PA,42,111,00000,01209188,Somerset,County
PA,42,113,00000,01213687,Sullivan,County
PA,42,115,00000,01213688,Susquehanna,County
PA,42,117,00000,01209189,Tioga,County
PA,42,119,00000,01213689,Union,County
PA,42,121,00000,01213690,Venango,County
PA,42,123,00000,01213691,Warren,County
PA,42,125,00000,01209190,Washington,County
PA,42,127,00000,01213692,Wayne,County
PA,42,129,00000,01209191,Westmoreland,County
PA,42,131,00000,01209192,Wyoming,County
PA,42,133,00000,01209193,York,County
SC,45,001,00000,01245666,Abbeville,County
SC,45,003,00000,01247979,Aiken,County
SC,45,005,00000,01247980,Allendale,County
SC,45,007,00000,01247981,Anderson,County
SC,45,009,00000,01247982,Bamberg,County
SC,45,011,00000,01247983,Barnwell,County
SC,45,013,00000,01247984,Beaufort,County
SC,45,015,00000,01247985,Berkeley,County
SC,45,017,00000,01247986,Calhoun,County
SC,45,019,00000,01252740,Charleston,County
SC,45,021,00000,01247987,Cherokee,County
SC,45,023,00000,01247988,Chester,County
